Damage_Type,Aligner_Name,Sequence Length,Subsampling_Rate,TP,FP,TN,FN,TP_MQ30,FP_MQ30,TN_MQ30,FN_MQ30
dmid,aln_anc,65,0.8,4327,208,84145,14,4327,157,84145,14
dmid,aln,65,0.8,4327,173,84180,14,4327,133,84180,14
dmid,bb,65,0.8,4335,728,83625,6,4328,157,83625,6
dmid,bowtie2,65,0.8,4329,142,84211,12,4325,85,84211,12
none,safari,65,0.3,1343,182,31235,290,1055,161,31235,290
dmid,mem,65,0.8,4336,383,83970,5,4336,346,83970,5
single,safari,55,0.25,1216,155,26128,252,770,137,26128,252
dmid,shrimp,65,0.8,4334,1076,83277,7,4334,1076,83277,7
dmid,aln_anc,65,0.95,5083,255,99714,15,5083,192,99714,15
dmid,aln,65,0.95,5083,209,99760,15,5083,161,99760,15
dmid,bb,65,0.95,5091,875,99094,7,5084,194,99094,7
dmid,bowtie2,65,0.95,5085,176,99792,13,5080,99,99792,13
dhigh,safari,65,0.3,1326,181,31234,318,1023,162,31234,318
dmid,mem,65,0.95,5092,460,99509,6,5092,417,99509,6
none,safari,35,0.25,379,173,26111,1502,46,156,26111,1502
dmid,shrimp,65,0.95,5090,1285,98684,8,5090,1285,98684,8
dmid,aln_anc,65,0.9,4818,237,94512,14,4818,180,94512,14
dmid,aln,65,0.9,4818,196,94553,14,4818,150,94553,14
dmid,bb,65,0.9,4826,821,93928,6,4819,182,93928,6
dmid,bowtie2,65,0.9,4820,157,94591,12,4815,89,94591,12
single,safari,40,0.3,653,192,31224,1420,369,170,31224,1420
dmid,mem,65,0.9,4827,426,94323,5,4827,386,94323,5
dmid,shrimp,65,0.9,4825,1209,93540,7,4825,1209,93540,7
none,aln_anc,30,0.15,1269,45,15686,3,1269,39,15686,3
none,aln,30,0.15,1269,40,15691,3,1269,35,15691,3
none,bb,30,0.15,1271,141,15590,1,1270,41,15590,1
none,bowtie2,30,0.15,1269,33,15697,3,1269,20,15697,3
dmid,safari,40,0.3,680,177,31233,1397,365,152,31233,1397
dhigh,safari,40,0.3,667,185,31230,1411,339,164,31230,1411
none,mem,30,0.15,1269,85,15646,3,1269,81,15646,3
single,safari,40,0.25,549,162,26121,1183,310,140,26121,1183
none,shrimp,30,0.15,1270,223,15508,2,1270,223,15508,2
none,aln_anc,30,0.1,848,32,10509,3,846,27,10509,3
none,aln,30,0.1,848,27,10514,3,846,25,10514,3
none,bb,30,0.1,850,93,10448,1,849,30,10448,1
none,bowtie2,30,0.1,848,23,10518,3,848,13,10518,3
dhigh,safari,40,0.25,573,159,26125,1163,297,139,26125,1163
none,mem,30,0.1,848,59,10482,3,848,56,10482,3
none,shrimp,30,0.1,849,150,10391,2,849,150,10391,2
none,aln_anc,30,0.25,2133,70,26214,3,2133,59,26214,3
none,aln,30,0.25,2133,61,26223,3,2132,50,26223,3
none,bb,30,0.25,2135,226,26058,1,2132,60,26058,1
none,bowtie2,30,0.25,2133,52,26232,3,2133,30,26232,3
dmid,safari,40,0.25,579,152,26126,1156,310,137,26126,1156
none,mem,30,0.25,2131,132,26152,5,2131,127,26152,5
none,shrimp,30,0.25,2134,352,25932,2,2134,352,25932,2
none,aln_anc,30,0.2,1683,55,20895,3,1683,48,20895,3
none,aln,30,0.2,1683,49,20901,3,1682,44,20901,3
none,bb,30,0.2,1685,178,20772,1,1683,50,20772,1
none,bowtie2,30,0.2,1683,42,20908,3,1683,26,20908,3
dhigh,safari,30,0.3,190,195,31220,2346,2,171,31220,2346
dhigh,safari,35,0.3,464,192,31223,1794,65,164,31223,1794
none,mem,30,0.2,1682,103,20847,4,1682,99,20847,4
dmid,safari,35,0.3,442,179,31231,1809,57,159,31231,1809
none,safari,35,0.3,459,206,31212,1790,55,185,31212,1790
none,shrimp,30,0.2,1684,288,20662,2,1684,288,20662,2
none,aln_anc,30,0.35,2891,101,36690,7,2891,82,36690,7
none,aln,30,0.35,2891,86,36705,7,2890,71,36705,7
none,bb,30,0.35,2894,311,36480,4,2890,84,36480,4
none,bowtie2,30,0.35,2890,75,36715,8,2890,45,36715,8
none,safari,40,0.25,574,172,26112,1161,314,146,26112,1161
none,mem,30,0.35,2888,182,36609,10,2888,175,36609,10
none,shrimp,30,0.35,2892,477,36314,6,2892,477,36314,6
none,aln_anc,30,0.3,2528,85,31333,5,2526,71,31333,5
none,aln,30,0.3,2528,75,31343,5,2525,62,31343,5
none,bb,30,0.3,2530,266,31152,3,2527,73,31152,3
none,bowtie2,30,0.3,2527,63,31354,6,2527,41,31354,6
single,safari,30,0.3,178,176,31238,2363,2,145,31238,2363
single,safari,35,0.3,455,192,31224,1816,70,167,31224,1816
none,mem,30,0.3,2525,153,31265,8,2525,147,31265,8
none,shrimp,30,0.3,2529,413,31005,4,2529,413,31005,4
none,aln_anc,30,0.45,3783,127,47415,8,3781,102,47415,8
none,aln,30,0.45,3783,108,47434,8,3780,86,47434,8
none,bb,30,0.45,3786,397,47145,5,3779,103,47145,5
none,bowtie2,30,0.45,3779,83,47458,12,3779,54,47458,12
dmid,safari,30,0.25,168,158,26120,1951,2,141,26120,1951
none,mem,30,0.45,3779,231,47311,12,3779,221,47311,12
none,shrimp,30,0.45,3784,593,46949,7,3784,593,46949,7
none,aln_anc,30,0.4,3337,114,41961,7,3335,91,41961,7
none,aln,30,0.4,3337,95,41980,7,3334,78,41980,7
none,bb,30,0.4,3340,351,41724,4,3334,93,41724,4
none,bowtie2,30,0.4,3334,82,41992,10,3334,51,41992,10
single,safari,30,0.25,153,152,26131,1992,2,123,26131,1992
none,safari,30,0.3,201,185,31233,2332,2,162,31233,2332
none,mem,30,0.4,3334,202,41873,10,3334,195,41873,10
dhigh,safari,35,0.25,381,161,26123,1509,54,139,26123,1509
none,shrimp,30,0.4,3338,531,41544,6,3338,531,41544,6
none,aln_anc,30,0.55,4637,152,57985,10,4635,124,57985,10
none,aln,30,0.55,4637,129,58008,10,4634,106,58008,10
none,bb,30,0.55,4640,491,57646,7,4633,124,57646,7
none,bowtie2,30,0.55,4637,103,58034,10,4637,70,58034,10
dhigh,safari,30,0.25,154,166,26118,1986,2,143,26118,1986
single,safari,35,0.25,374,164,26119,1529,51,147,26119,1529
none,mem,30,0.55,4632,288,57849,15,4632,272,57849,15
dmid,safari,30,0.3,196,181,31231,2320,2,163,31231,2320
none,shrimp,30,0.55,4638,736,57401,9,4638,736,57401,9
none,aln_anc,30,0.5,4204,142,52780,8,4202,115,52780,8
none,aln,30,0.5,4204,120,52802,8,4201,98,52802,8
none,bb,30,0.5,4207,441,52481,5,4200,116,52481,5
none,bowtie2,30,0.5,4204,102,52820,8,4204,63,52820,8
none,safari,30,0.25,167,158,26126,1969,2,137,26126,1969
none,mem,30,0.5,4199,257,52665,13,4199,246,52665,13
none,shrimp,30,0.5,4205,667,52255,7,4205,667,52255,7
none,aln_anc,30,0.65,5458,179,68579,13,5456,142,68579,13
none,aln,30,0.65,5458,151,68607,13,5455,123,68607,13
none,bb,30,0.65,5463,582,68176,8,5454,144,68176,8
none,bowtie2,30,0.65,5453,124,68633,18,5453,80,68633,18
none,mem,30,0.65,5455,350,68408,16,5455,327,68408,16
none,shrimp,30,0.65,5461,881,67877,10,5461,881,67877,10
none,aln_anc,30,0.6,5062,163,63237,13,5062,132,63237,13
none,aln,30,0.6,5062,139,63261,13,5061,113,63261,13
none,bb,30,0.6,5067,532,62868,8,5059,132,62868,8
none,bowtie2,30,0.6,5058,128,63271,17,5058,71,63271,17
none,mem,30,0.6,5059,315,63085,16,5059,296,63085,16
none,shrimp,30,0.6,5065,808,62592,10,5065,808,62592,10
none,aln_anc,30,0.75,6332,203,79025,16,6328,162,79025,16
none,aln,30,0.75,6332,171,79057,16,6327,142,79057,16
none,bb,30,0.75,6337,666,78562,11,6328,165,78562,11
none,bowtie2,30,0.75,6331,148,79080,17,6329,90,79080,17
none,mem,30,0.75,6329,397,78831,19,6329,371,78831,19
none,shrimp,30,0.75,6335,1009,78219,13,6335,1009,78219,13
none,aln_anc,30,0.7,5883,188,73860,16,5881,150,73860,16
none,aln,30,0.7,5883,159,73889,16,5880,131,73889,16
none,bb,30,0.7,5888,616,73432,11,5879,152,73432,11
none,bowtie2,30,0.7,5877,141,73906,22,5877,84,73906,22
none,mem,30,0.7,5879,370,73678,20,5879,344,73678,20
none,shrimp,30,0.7,5886,934,73114,13,5886,934,73114,13
none,aln_anc,30,0.85,7136,228,89354,16,7128,182,89354,16
none,aln,30,0.85,7136,194,89388,16,7127,161,89388,16
none,bb,30,0.85,7141,761,88821,11,7131,184,88821,11
none,bowtie2,30,0.85,7134,168,89414,18,7132,110,89414,18
none,mem,30,0.85,7132,442,89140,20,7132,411,89140,20
none,shrimp,30,0.85,7138,1164,88418,14,7138,1164,88418,14
none,aln_anc,30,0.8,6760,216,84151,16,6756,173,84151,16
none,aln,30,0.8,6760,183,84184,16,6755,153,84184,16
none,bb,30,0.8,6765,722,83645,11,6756,176,83645,11
none,bowtie2,30,0.8,6754,159,84207,22,6750,99,84207,22
none,mem,30,0.8,6757,423,83944,19,6757,393,83944,19
none,shrimp,30,0.8,6763,1093,83274,13,6763,1093,83274,13
none,aln_anc,30,0.95,7925,256,99731,18,7919,205,99731,18
none,aln,30,0.95,7925,216,99771,18,7918,180,99771,18
none,bb,30,0.95,7931,847,99140,12,7920,206,99140,12
none,bowtie2,30,0.95,7923,182,99805,20,7923,114,99805,20
none,mem,30,0.95,7921,492,99495,22,7921,457,99495,22
none,shrimp,30,0.95,7927,1287,98700,16,7927,1287,98700,16
none,aln_anc,30,0.9,7516,243,94522,16,7510,193,94522,16
none,aln,30,0.9,7516,204,94561,16,7509,170,94561,16
none,bb,30,0.9,7521,805,93960,11,7511,195,93960,11
none,bowtie2,30,0.9,7508,170,94594,24,7506,112,94594,24
none,mem,30,0.9,7512,464,94301,20,7512,432,94301,20
none,shrimp,30,0.9,7518,1224,93541,14,7518,1224,93541,14
none,aln_anc,35,0.15,1117,39,15692,6,1117,30,15692,6
none,aln,35,0.15,1117,31,15700,6,1117,28,15700,6
none,bb,35,0.15,1119,136,15595,4,1118,32,15595,4
none,bowtie2,35,0.15,1118,23,15708,5,1116,14,15708,5
single,giraffe,55,0.7,2637,89,73955,1368,2099,84,73955,1368
single,giraffe,65,0.65,2382,72,68680,1104,2133,66,68680,1104
none,mem,35,0.15,1119,74,15657,4,1119,68,15657,4
dhigh,giraffe,65,0.7,2586,73,73969,1213,2280,72,73969,1213
none,giraffe,65,0.65,2365,101,68654,1131,2099,99,68654,1131
none,shrimp,35,0.15,1119,206,15525,4,1119,206,15525,4
none,aln_anc,35,0.1,740,28,10513,0,740,22,10513,0
none,aln,35,0.1,740,23,10518,0,740,20,10518,0
none,bb,35,0.1,740,90,10451,0,740,23,10451,0
none,bowtie2,35,0.1,739,17,10523,1,739,6,10523,1
none,giraffe,55,0.7,2623,114,73932,1369,2080,107,73932,1369
none,mem,35,0.1,740,55,10486,0,740,49,10486,0
dmid,giraffe,55,0.7,2552,94,73942,1451,2030,91,73942,1451
none,shrimp,35,0.1,740,134,10407,0,740,134,10407,0
none,aln_anc,35,0.25,1873,71,26213,8,1873,59,26213,8
none,aln,35,0.25,1873,62,26222,8,1873,53,26222,8
none,bb,35,0.25,1875,236,26048,6,1874,60,26048,6
none,bowtie2,35,0.25,1873,47,26236,8,1871,27,26236,8
none,giraffe,50,0.65,2350,114,68646,1531,1732,105,68646,1531
none,mem,35,0.25,1875,141,26143,6,1875,129,26143,6
single,giraffe,65,0.7,2561,82,73960,1201,2288,76,73960,1201
none,shrimp,35,0.25,1875,347,25937,6,1875,347,25937,6
none,aln_anc,35,0.2,1475,53,20897,8,1475,44,20897,8
none,aln,35,0.2,1475,45,20905,8,1475,40,20905,8
none,bb,35,0.2,1477,185,20765,6,1476,46,20765,6
none,bowtie2,35,0.2,1475,46,20903,8,1473,20,20903,8
dmid,giraffe,65,0.7,2525,94,73942,1270,2219,91,73942,1270
none,mem,35,0.2,1477,105,20845,6,1477,96,20845,6
dhigh,giraffe,60,0.7,2564,71,73971,1309,2159,69,73971,1309
single,giraffe,60,0.7,2573,78,73964,1285,2163,72,73964,1285
none,shrimp,35,0.2,1477,278,20672,6,1477,278,20672,6
none,aln_anc,35,0.35,2558,95,36696,10,2556,76,36696,10
none,aln,35,0.35,2558,80,36711,10,2556,68,36711,10
none,bb,35,0.35,2561,310,36481,7,2559,79,36481,7
none,bowtie2,35,0.35,2558,63,36727,10,2556,38,36727,10
single,giraffe,60,0.65,2380,71,68681,1194,2005,65,68681,1194
dhigh,giraffe,65,0.75,2766,77,79146,1298,2443,75,79146,1298
none,mem,35,0.35,2560,186,36605,8,2560,170,36605,8
dhigh,giraffe,65,0.65,2399,67,68685,1122,2117,66,68685,1122
dmid,giraffe,65,0.65,2338,85,68663,1178,2054,82,68663,1178
none,shrimp,35,0.35,2561,473,36318,7,2561,473,36318,7
none,aln_anc,35,0.3,2239,82,31336,10,2239,67,31336,10
none,aln,35,0.3,2239,70,31348,10,2239,61,31348,10
none,bb,35,0.3,2242,275,31143,7,2240,68,31143,7
none,bowtie2,35,0.3,2239,61,31356,10,2237,35,31356,10
single,giraffe,55,0.75,2800,92,79132,1488,2231,86,79132,1488
dmid,giraffe,55,0.65,2367,84,68664,1343,1883,81,68664,1343
none,mem,35,0.3,2241,165,31253,8,2241,152,31253,8
none,giraffe,60,0.7,2597,110,73935,1260,2211,102,73935,1260
dmid,giraffe,65,0.75,2697,101,79115,1361,2375,97,79115,1361
none,shrimp,35,0.3,2242,408,31010,7,2242,408,31010,7
none,aln_anc,35,0.45,3329,118,47424,12,3325,94,47424,12
none,aln,35,0.45,3329,101,47441,12,3325,85,47441,12
none,bb,35,0.45,3334,400,47142,7,3331,97,47142,7
none,bowtie2,35,0.45,3328,100,47441,13,3324,54,47441,13
none,giraffe,40,0.65,1069,105,68651,3361,912,103,68651,3361
none,giraffe,60,0.65,2406,101,68654,1167,2047,93,68654,1167
none,mem,35,0.45,3333,237,47305,8,3333,218,47305,8
single,giraffe,55,0.65,2449,82,68672,1263,1949,78,68672,1263
dhigh,giraffe,55,0.7,2577,75,73967,1429,2051,72,73967,1429
none,shrimp,35,0.45,3334,612,46930,7,3334,612,46930,7
none,aln_anc,35,0.4,2937,110,41965,10,2937,90,41965,10
none,aln,35,0.4,2937,94,41981,10,2937,81,41981,10
none,bb,35,0.4,2940,358,41717,7,2938,93,41717,7
none,bowtie2,35,0.4,2938,81,41994,9,2936,51,41994,9
none,giraffe,60,0.8,2969,131,84233,1447,2525,123,84233,1447
dmid,giraffe,60,0.65,2392,90,68657,1197,2009,85,68657,1197
none,mem,35,0.4,2939,215,41860,8,2939,198,41860,8
single,giraffe,50,0.65,2382,71,68681,1500,1753,68,68681,1500
none,giraffe,55,0.65,2433,103,68653,1267,1929,97,68653,1267
none,shrimp,35,0.4,2940,545,41530,7,2940,545,41530,7
none,aln_anc,35,0.55,4110,143,57994,15,4108,116,57994,15
none,aln,35,0.55,4110,124,58013,15,4108,104,58013,15
none,bb,35,0.55,4116,497,57640,9,4112,119,57640,9
none,bowtie2,35,0.55,4111,113,58024,14,4107,69,58024,14
dhigh,giraffe,50,0.65,2357,69,68684,1521,1742,64,68684,1521
single,giraffe,60,0.8,2959,94,84268,1460,2492,87,84268,1460
none,mem,35,0.55,4115,292,57845,10,4115,267,57845,10
single,giraffe,40,0.7,1132,86,73958,3658,970,80,73958,3658
dhigh,giraffe,60,0.65,2374,69,68683,1215,2000,67,68683,1215
none,shrimp,35,0.55,4116,744,57393,9,4116,744,57393,9
none,aln_anc,35,0.5,3717,130,52792,13,3717,104,52792,13
none,aln,35,0.5,3717,112,52810,13,3717,94,52810,13
none,bb,35,0.5,3722,446,52476,8,3719,106,52476,8
none,bowtie2,35,0.5,3719,100,52822,11,3715,59,52822,11
dhigh,giraffe,55,0.8,2939,84,84278,1647,2335,79,84278,1647
dmid,giraffe,55,0.8,2913,108,84245,1668,2324,104,84245,1668
none,mem,35,0.5,3721,257,52665,9,3721,236,52665,9
dmid,giraffe,50,0.75,2728,110,79106,1769,2025,100,79106,1769
none,shrimp,35,0.5,3722,676,52246,8,3722,676,52246,8
none,aln_anc,35,0.65,4848,175,68581,19,4846,141,68581,19
none,aln,35,0.65,4848,150,68606,19,4846,124,68606,19
none,bb,35,0.65,4854,593,68163,13,4850,142,68163,13
none,bowtie2,35,0.65,4846,128,68627,21,4843,81,68627,21
none,giraffe,65,0.7,2551,110,73935,1221,2263,107,73935,1221
dmid,giraffe,50,0.65,2351,93,68655,1530,1748,84,68655,1530
none,mem,35,0.65,4852,344,68412,15,4852,316,68412,15
dhigh,giraffe,55,0.75,2751,79,79144,1538,2186,75,79144,1538
dmid,giraffe,55,0.75,2733,102,79114,1551,2182,98,79114,1551
none,shrimp,35,0.65,4854,888,67868,13,4854,888,67868,13
none,aln_anc,35,0.6,4483,159,63239,17,4481,129,63239,17
none,aln,35,0.6,4483,139,63259,17,4481,114,63259,17
none,bb,35,0.6,4489,542,62856,11,4485,130,62856,11
none,bowtie2,35,0.6,4484,116,63282,16,4480,75,63282,16
single,giraffe,55,0.8,3003,96,84267,1582,2391,90,84267,1582
none,giraffe,65,0.8,2921,131,84233,1398,2586,127,84233,1398
none,mem,35,0.6,4488,314,63084,12,4488,288,63084,12
none,giraffe,65,0.85,3087,142,89438,1465,2733,138,89438,1465
none,shrimp,35,0.6,4489,817,62581,11,4489,817,62581,11
none,aln_anc,35,0.75,5635,198,79028,19,5627,160,79028,19
none,aln,35,0.75,5635,171,79055,19,5627,140,79055,19
none,bb,35,0.75,5641,666,78560,13,5637,160,78560,13
none,bowtie2,35,0.75,5636,150,79076,18,5632,89,79076,18
dmid,giraffe,35,0.65,643,91,68655,4225,485,85,68655,4225
none,mem,35,0.75,5639,391,78835,15,5639,360,78835,15
dmid,giraffe,40,0.7,1111,96,73938,3673,960,89,73938,3673
none,giraffe,35,0.65,646,106,68650,4221,492,99,68650,4221
none,shrimp,35,0.75,5641,1009,78217,13,5641,1009,78217,13
none,aln_anc,35,0.7,5232,187,73859,19,5226,152,73859,19
none,aln,35,0.7,5232,162,73884,19,5226,134,73884,19
none,bb,35,0.7,5238,631,73415,13,5234,153,73415,13
none,bowtie2,35,0.7,5230,140,73905,21,5227,83,73905,21
none,mem,35,0.7,5236,366,73680,15,5236,337,73680,15
none,shrimp,35,0.7,5238,944,73102,13,5238,944,73102,13
none,aln_anc,35,0.85,6376,221,89360,21,6370,175,89360,21
none,aln,35,0.85,6376,187,89394,21,6370,153,89394,21
none,bb,35,0.85,6382,754,88827,15,6378,176,88827,15
none,bowtie2,35,0.85,6377,161,89420,20,6375,101,89420,20
dmid,giraffe,60,0.7,2579,97,73938,1295,2164,92,73938,1295
dmid,giraffe,40,0.65,1030,88,68658,3409,892,82,68658,3409
none,mem,35,0.85,6380,430,89151,17,6380,396,89151,17
dhigh,giraffe,55,0.65,2390,71,68681,1323,1896,68,68681,1323
none,shrimp,35,0.85,6382,1143,88438,15,6382,1143,88438,15
none,aln_anc,35,0.8,6039,210,84155,21,6037,169,84155,21
none,aln,35,0.8,6039,180,84185,21,6037,149,84185,21
none,bb,35,0.8,6045,714,83651,15,6041,169,83651,15
none,bowtie2,35,0.8,6037,155,84209,23,6034,97,84209,23
single,giraffe,40,0.65,1060,78,68676,3379,906,72,68676,3379
none,mem,35,0.8,6043,411,83954,17,6043,377,83954,17
dhigh,giraffe,65,0.8,2949,82,84280,1401,2599,78,84280,1401
none,shrimp,35,0.8,6045,1086,83279,15,6045,1086,83279,15
none,aln_anc,35,0.95,7078,256,99730,22,7074,204,99730,22
none,aln,35,0.95,7078,216,99770,22,7074,179,99770,22
none,bb,35,0.95,7084,855,99131,16,7080,204,99131,16
none,bowtie2,35,0.95,7079,184,99802,21,7075,116,99802,21
single,giraffe,50,0.8,2933,95,84267,1877,2148,92,84267,1877
single,giraffe,30,0.65,227,72,68680,5261,143,68,68680,5261
none,mem,35,0.95,7082,492,99494,18,7082,457,99494,18
none,shrimp,35,0.95,7084,1281,98705,16,7084,1281,98705,16
none,aln_anc,35,0.9,6706,235,94529,22,6698,184,94529,22
none,aln,35,0.9,6706,196,94568,22,6698,160,94568,22
none,bb,35,0.9,6712,803,93961,16,6708,184,93961,16
none,bowtie2,35,0.9,6707,168,94596,21,6705,102,94596,21
none,giraffe,30,0.65,225,99,68659,5246,145,97,68659,5246
none,mem,35,0.9,6710,454,94310,18,6710,420,94310,18
single,giraffe,35,0.65,637,77,68677,4277,510,71,68677,4277
none,shrimp,35,0.9,6712,1210,93554,16,6712,1210,93554,16
none,aln_anc,40,0.15,1024,38,15693,2,1024,30,15693,2
none,aln,40,0.15,1024,31,15700,2,1024,28,15700,2
none,bb,40,0.15,1025,130,15601,1,1025,31,15601,1
none,bowtie2,40,0.15,1022,26,15704,4,1022,13,15704,4
dhigh,giraffe,35,0.65,649,71,68681,4230,494,67,68681,4230
none,mem,40,0.15,1025,73,15658,1,1025,67,15658,1
dmid,giraffe,30,0.65,224,86,68662,5225,149,81,68662,5225
none,shrimp,40,0.15,1025,205,15526,1,1025,205,15526,1
none,aln_anc,40,0.1,678,27,10514,0,678,21,10514,0
none,aln,40,0.1,678,22,10519,0,678,19,10519,0
none,bb,40,0.1,678,85,10456,0,678,22,10456,0
none,bowtie2,40,0.1,675,17,10523,3,675,6,10523,3
dhigh,giraffe,40,0.65,1059,67,68685,3372,906,64,68685,3372
none,mem,40,0.1,678,54,10487,0,678,49,10487,0
none,giraffe,50,0.7,2544,122,73927,1648,1880,112,73927,1648
none,shrimp,40,0.1,678,133,10408,0,678,133,10408,0
none,aln_anc,40,0.25,1731,70,26214,4,1729,58,26214,4
none,aln,40,0.25,1731,61,26223,4,1729,52,26223,4
none,bb,40,0.25,1732,228,26056,3,1731,58,26056,3
none,bowtie2,40,0.25,1728,47,26236,7,1728,26,26236,7
single,giraffe,50,0.7,2567,81,73961,1627,1895,78,73961,1627
none,mem,40,0.25,1732,138,26146,3,1732,127,26146,3
none,giraffe,65,0.75,2733,121,79104,1304,2425,118,79104,1304
none,shrimp,40,0.25,1732,351,25933,3,1732,351,25933,3
none,aln_anc,40,0.2,1359,52,20898,2,1359,44,20898,2
none,aln,40,0.2,1359,45,20905,2,1359,40,20905,2
none,bb,40,0.2,1360,178,20772,1,1360,45,20772,1
none,bowtie2,40,0.2,1357,46,20903,4,1357,20,20903,4
none,giraffe,60,0.75,2778,121,79104,1347,2369,113,79104,1347
none,mem,40,0.2,1360,103,20847,1,1360,94,20847,1
single,giraffe,65,0.75,2744,89,79134,1281,2452,83,79134,1281
none,shrimp,40,0.2,1360,279,20671,1,1360,279,20671,1
none,aln_anc,40,0.35,2354,94,36697,9,2352,75,36697,9
none,aln,40,0.35,2354,79,36712,9,2352,67,36712,9
none,bb,40,0.35,2356,303,36488,7,2354,77,36488,7
none,bowtie2,40,0.35,2354,72,36719,9,2354,41,36719,9
dmid,giraffe,60,0.75,2747,105,79111,1396,2305,100,79111,1396
dmid,giraffe,50,0.7,2549,101,73935,1643,1892,92,73935,1643
none,mem,40,0.35,2355,181,36610,8,2355,167,36610,8
single,giraffe,65,0.8,2929,95,84267,1380,2609,88,84267,1380
none,shrimp,40,0.35,2356,474,36317,7,2356,474,36317,7
none,aln_anc,40,0.3,2069,81,31337,8,2067,66,31337,8
none,aln,40,0.3,2069,69,31349,8,2067,60,31349,8
none,bb,40,0.3,2071,267,31151,6,2069,66,31151,6
none,bowtie2,40,0.3,2066,60,31357,11,2066,34,31357,11
dhigh,giraffe,30,0.65,224,68,68684,5255,140,63,68684,5255
none,mem,40,0.3,2070,160,31258,7,2070,148,31258,7
none,shrimp,40,0.3,2071,411,31007,6,2071,411,31007,6
none,aln_anc,40,0.45,3059,119,47423,12,3053,94,47423,12
none,aln,40,0.45,3059,101,47441,12,3053,85,47441,12
none,bb,40,0.45,3062,395,47147,9,3059,97,47147,9
none,bowtie2,40,0.45,3056,102,47439,15,3054,53,47439,15
none,giraffe,55,0.75,2803,123,79103,1468,2221,115,79103,1468
none,giraffe,40,0.7,1148,113,73933,3627,981,111,73933,3627
none,mem,40,0.45,3061,237,47305,10,3061,220,47305,10
none,shrimp,40,0.45,3062,611,46931,9,3062,611,46931,9
none,aln_anc,40,0.4,2705,110,41965,11,2701,89,41965,11
none,aln,40,0.4,2705,93,41982,11,2701,80,41982,11
none,bb,40,0.4,2707,352,41723,9,2705,92,41723,9
none,bowtie2,40,0.4,2702,80,41994,14,2702,49,41994,14
dmid,giraffe,35,0.7,703,98,73936,4549,528,92,73936,4549
none,mem,40,0.4,2706,211,41864,10,2706,196,41864,10
none,shrimp,40,0.4,2707,544,41531,9,2707,544,41531,9
none,aln_anc,40,0.55,3732,146,57991,14,3728,118,57991,14
none,aln,40,0.55,3732,126,58011,14,3728,105,58011,14
none,bb,40,0.55,3735,498,57639,11,3732,121,57639,11
none,bowtie2,40,0.55,3729,107,58029,17,3728,67,58029,17
none,giraffe,60,0.85,3124,142,89438,1535,2659,134,89438,1535
dhigh,giraffe,50,0.7,2541,73,73970,1648,1884,68,73970,1648
none,mem,40,0.55,3734,294,57843,12,3734,271,57843,12
single,giraffe,65,0.85,3081,101,89477,1459,2743,94,89477,1459
none,shrimp,40,0.55,3735,746,57391,11,3735,746,57391,11
none,aln_anc,40,0.5,3393,131,52791,13,3389,104,52791,13
none,aln,40,0.5,3393,112,52810,13,3389,94,52810,13
none,bb,40,0.5,3396,444,52478,10,3393,106,52478,10
none,bowtie2,40,0.5,3393,101,52821,13,3392,58,52821,13
single,giraffe,50,0.75,2760,89,79134,1740,2024,86,79134,1740
none,mem,40,0.5,3395,257,52665,11,3395,238,52665,11
single,giraffe,60,0.75,2762,90,79133,1364,2330,84,79133,1364
none,shrimp,40,0.5,3396,677,52245,10,3396,677,52245,10
none,aln_anc,40,0.65,4416,175,68581,14,4412,141,68581,14
none,aln,40,0.65,4416,149,68607,14,4412,124,68607,14
none,bb,40,0.65,4419,593,68163,11,4416,143,68163,11
none,bowtie2,40,0.65,4416,136,68620,14,4415,86,68620,14
single,giraffe,60,0.9,3271,111,94650,1646,2759,102,94650,1646
none,mem,40,0.65,4418,344,68412,12,4418,317,68412,12
none,shrimp,40,0.65,4419,888,67868,11,4419,888,67868,11
none,aln_anc,40,0.6,4085,159,63239,14,4081,129,63239,14
none,aln,40,0.6,4085,138,63260,14,4081,114,63260,14
none,bb,40,0.6,4088,540,62858,11,4085,130,62858,11
none,bowtie2,40,0.6,4082,124,63273,17,4079,77,63273,17
dhigh,giraffe,65,0.85,3106,87,89491,1484,2731,83,89491,1484
dmid,giraffe,30,0.7,239,93,73943,5637,158,88,73943,5637
none,mem,40,0.6,4087,314,63084,12,4087,290,63084,12
dhigh,giraffe,60,0.75,2741,75,79148,1401,2309,72,79148,1401
none,shrimp,40,0.6,4088,816,62582,11,4088,816,62582,11
none,aln_anc,40,0.75,5130,197,79029,14,5124,158,79029,14
none,aln,40,0.75,5130,168,79058,14,5124,139,79058,14
none,bb,40,0.75,5133,667,78559,11,5130,161,78559,11
none,bowtie2,40,0.75,5130,147,79079,14,5129,90,79079,14
none,giraffe,50,0.75,2743,132,79097,1754,2027,122,79097,1754
dmid,giraffe,65,0.9,3223,124,94625,1609,2824,119,94625,1609
none,mem,40,0.75,5132,391,78835,12,5132,361,78835,12
none,giraffe,35,0.7,696,115,73931,4555,528,108,73931,4555
none,shrimp,40,0.75,5133,1012,78214,11,5133,1012,78214,11
none,aln_anc,40,0.7,4761,187,73859,14,4755,151,73859,14
none,aln,40,0.7,4761,160,73886,14,4755,133,73886,14
none,bb,40,0.7,4764,631,73415,11,4761,154,73415,11
none,bowtie2,40,0.7,4758,143,73902,17,4757,84,73902,17
