Damage_Type,Aligner_Name,Sequence Length,Subsampling_Rate,TP,FP,TN,FN,TP_MQ30,FP_MQ30,TN_MQ30,FN_MQ30
dmid,safari,35,0.1,146,60,10478,595,20,50,10478,595
dmid,mem,55,0.15,876,82,15648,1,876,77,15648,1
none,safari,65,0.1,448,43,10499,91,363,36,10499,91
dmid,shrimp,55,0.15,876,216,15514,1,876,216,15514,1
dmid,aln_anc,55,0.1,573,22,10516,1,573,15,10516,1
dmid,aln,55,0.1,573,16,10522,1,573,11,10522,1
dmid,bb,55,0.1,574,94,10444,0,573,17,10444,0
dmid,bowtie2,55,0.1,574,20,10518,0,572,8,10518,0
dmid,mem,55,0.1,574,52,10486,0,574,48,10486,0
dmid,shrimp,55,0.1,574,136,10402,0,574,136,10402,0
dmid,aln_anc,55,0.25,1462,73,26205,4,1462,51,26205,4
dmid,aln,55,0.25,1462,56,26222,4,1462,41,26222,4
dmid,bb,55,0.25,1464,237,26041,2,1462,50,26041,2
dmid,bowtie2,55,0.25,1463,39,26239,3,1461,26,26239,3
dmid,mem,55,0.25,1463,135,26143,3,1463,121,26143,3
dmid,shrimp,55,0.25,1463,350,25928,3,1463,350,25928,3
dmid,aln_anc,55,0.2,1169,56,20889,3,1169,37,20889,3
dmid,aln,55,0.2,1169,42,20903,3,1169,30,20903,3
dmid,bb,55,0.2,1170,184,20761,2,1169,39,20761,2
dmid,bowtie2,55,0.2,1170,38,20906,2,1168,24,20906,2
dmid,mem,55,0.2,1170,104,20841,2,1170,95,20841,2
dmid,safari,60,0.1,450,53,10485,99,336,48,10485,99
dmid,shrimp,55,0.2,1170,278,20667,2,1170,278,20667,2
dmid,aln_anc,55,0.35,1997,93,36689,7,1997,65,36689,7
dmid,aln,55,0.35,1997,72,36710,7,1997,51,36710,7
dmid,bb,55,0.35,2001,320,36462,3,1997,65,36462,3
dmid,bowtie2,55,0.35,1998,61,36721,6,1996,33,36721,6
dhigh,safari,55,0.1,454,72,10470,122,300,61,10470,122
none,safari,35,0.1,157,73,10468,583,24,66,10468,583
dmid,mem,55,0.35,2000,165,36617,4,2000,149,36617,4
single,safari,65,0.1,437,76,10466,104,363,67,10466,104
dmid,safari,65,0.1,427,75,10463,117,342,66,10463,117
dmid,shrimp,55,0.35,1999,474,36308,5,1999,474,36308,5
dmid,aln_anc,55,0.3,1736,85,31327,5,1736,59,31327,5
dmid,aln,55,0.3,1736,66,31346,5,1736,47,31346,5
dmid,bb,55,0.3,1738,283,31129,3,1736,58,31129,3
dmid,bowtie2,55,0.3,1737,49,31362,4,1735,28,31362,4
none,safari,30,0.1,55,65,10476,796,1,57,10476,796
none,safari,60,0.1,452,44,10498,101,331,39,10498,101
dmid,mem,55,0.3,1737,149,31263,4,1737,133,31263,4
dmid,safari,30,0.1,62,80,10458,782,1,68,10458,782
dmid,safari,55,0.1,452,76,10462,122,298,70,10462,122
dmid,shrimp,55,0.3,1737,423,30989,4,1737,423,30989,4
dmid,aln_anc,55,0.45,2573,125,47410,7,2573,91,47410,7
dmid,aln,55,0.45,2573,97,47438,7,2573,71,47438,7
dmid,bb,55,0.45,2577,417,47118,3,2573,90,47118,3
dmid,bowtie2,55,0.45,2574,86,47448,6,2572,50,47448,6
none,safari,40,0.1,227,73,10468,451,122,62,10468,451
dmid,safari,50,0.1,505,53,10485,100,279,43,10485,100
dmid,mem,55,0.45,2576,211,47324,4,2576,191,47324,4
dhigh,safari,60,0.1,442,71,10471,104,333,64,10471,104
none,safari,55,0.1,485,42,10499,91,316,36,10499,91
dmid,shrimp,55,0.45,2575,608,46927,5,2575,608,46927,5
dmid,aln_anc,55,0.4,2281,107,41961,7,2281,75,41961,7
dmid,aln,55,0.4,2281,82,41986,7,2281,58,41986,7
dmid,bb,55,0.4,2285,372,41696,3,2281,74,41696,3
dmid,bowtie2,55,0.4,2282,71,41997,6,2280,40,41997,6
dmid,safari,40,0.1,243,65,10473,436,133,58,10473,436
none,safari,50,0.1,486,75,10466,119,266,64,10466,119
dmid,mem,55,0.4,2284,186,41882,4,2284,169,41882,4
single,safari,60,0.1,444,73,10469,109,331,58,10469,109
dhigh,safari,65,0.1,430,63,10479,116,351,56,10479,116
dmid,shrimp,55,0.4,2283,544,41524,5,2283,544,41524,5
dmid,aln_anc,55,0.55,3148,149,57982,7,3148,109,57982,7
dmid,aln,55,0.55,3148,119,58012,7,3148,88,58012,7
dmid,bb,55,0.55,3152,509,57622,3,3148,108,57622,3
dmid,bowtie2,55,0.55,3149,100,58031,6,3147,62,58031,6
dhigh,safari,35,0.1,145,69,10473,599,17,63,10473,599
dhigh,safari,50,0.1,490,66,10476,115,261,58,10476,115
dmid,mem,55,0.55,3151,266,57865,4,3151,243,57865,4
dmid,safari,50,0.15,753,83,15647,145,408,69,15647,145
single,safari,40,0.1,219,75,10467,458,133,64,10467,458
dmid,shrimp,55,0.55,3150,742,57389,5,3150,742,57389,5
dmid,aln_anc,55,0.5,2855,137,52778,7,2855,99,52778,7
dmid,aln,55,0.5,2855,108,52807,7,2855,79,52807,7
dmid,bb,55,0.5,2859,470,52445,3,2855,98,52445,3
dmid,bowtie2,55,0.5,2856,87,52827,6,2854,55,52827,6
none,safari,50,0.15,734,117,15614,164,393,101,15614,164
dhigh,safari,30,0.1,52,70,10472,798,0,58,10472,798
dmid,mem,55,0.5,2858,239,52676,4,2858,218,52676,4
dmid,safari,60,0.15,684,84,15646,158,497,76,15646,158
single,safari,35,0.1,140,65,10477,607,22,58,10477,607
dmid,shrimp,55,0.5,2857,680,52235,5,2857,680,52235,5
dmid,aln_anc,55,0.65,3702,175,68573,8,3702,129,68573,8
dmid,aln,55,0.65,3702,143,68605,8,3702,107,68605,8
dmid,bb,55,0.65,3706,590,68158,4,3702,130,68158,4
dmid,bowtie2,55,0.65,3703,122,68626,7,3700,72,68626,7
none,safari,60,0.15,689,83,15649,154,497,74,15649,154
dhigh,safari,40,0.1,240,65,10477,439,123,55,10477,439
dmid,mem,55,0.65,3705,309,68439,5,3705,282,68439,5
single,safari,30,0.1,65,69,10473,788,0,54,10473,788
single,safari,50,0.1,481,74,10468,122,261,60,10468,122
dmid,shrimp,55,0.65,3704,859,67889,6,3704,859,67889,6
dmid,aln_anc,55,0.6,3425,160,63232,8,3425,117,63232,8
dmid,aln,55,0.6,3425,129,63263,8,3425,96,63263,8
dmid,bb,55,0.6,3429,552,62840,4,3425,116,62840,4
dmid,bowtie2,55,0.6,3426,109,63282,7,3423,62,63282,7
dmid,safari,65,0.15,656,97,15633,168,512,86,15633,168
single,safari,55,0.1,480,65,10477,96,317,60,10477,96
dmid,mem,55,0.6,3428,291,63101,5,3428,266,63101,5
none,safari,55,0.15,737,79,15652,140,471,66,15652,140
none,safari,65,0.15,689,82,15650,130,547,74,15650,130
dmid,shrimp,55,0.6,3427,807,62585,6,3427,807,62585,6
dmid,aln_anc,55,0.75,4274,202,79014,10,4274,148,79014,10
dmid,aln,55,0.75,4274,164,79052,10,4274,124,79052,10
dmid,bb,55,0.75,4279,682,78534,5,4274,149,78534,5
dmid,bowtie2,55,0.75,4275,135,79081,9,4272,79,79081,9
dhigh,safari,55,0.15,702,105,15631,177,439,93,15631,177
dmid,safari,35,0.15,225,92,15638,899,32,78,15638,899
dmid,mem,55,0.75,4278,361,78855,6,4278,327,78855,6
dmid,shrimp,55,0.75,4277,1007,78209,7,4277,1007,78209,7
dmid,aln_anc,55,0.7,3994,188,73848,9,3994,138,73848,9
dmid,aln,55,0.7,3994,153,73883,9,3994,116,73883,9
dmid,bb,55,0.7,3998,636,73400,5,3994,139,73400,5
dmid,bowtie2,55,0.7,3995,124,73911,8,3992,73,73911,8
dmid,mem,55,0.7,3997,337,73699,6,3997,306,73699,6
none,safari,40,0.15,333,102,15629,693,185,88,15629,693
dmid,shrimp,55,0.7,3996,927,73109,7,3996,927,73109,7
dmid,aln_anc,55,0.85,4829,223,89344,11,4829,163,89344,11
dmid,aln,55,0.85,4829,181,89386,11,4829,138,89386,11
dmid,bb,55,0.85,4835,764,88803,5,4830,166,88803,5
dmid,bowtie2,55,0.85,4831,142,89424,9,4826,81,89424,9
dhigh,safari,60,0.15,675,105,15631,166,480,98,15631,166
dmid,mem,55,0.85,4834,398,89169,6,4834,360,89169,6
dmid,safari,55,0.15,703,100,15630,174,447,92,15630,174
dmid,shrimp,55,0.85,4833,1135,88432,7,4833,1135,88432,7
dmid,aln_anc,55,0.8,4570,212,84141,11,4570,157,84141,11
dmid,aln,55,0.8,4570,174,84179,11,4570,132,84179,11
dmid,bb,55,0.8,4576,725,83628,5,4571,158,83628,5
dmid,bowtie2,55,0.8,4572,149,84204,9,4567,85,84204,9
dhigh,safari,65,0.15,662,96,15640,166,516,85,15640,166
dmid,mem,55,0.8,4575,380,83973,6,4575,345,83973,6
dhigh,safari,50,0.15,728,99,15636,172,384,84,15636,172
dmid,shrimp,55,0.8,4574,1076,83277,7,4574,1076,83277,7
dmid,aln_anc,55,0.95,5378,259,99710,11,5378,191,99710,11
dmid,aln,55,0.95,5378,211,99758,11,5378,161,99758,11
dmid,bb,55,0.95,5384,877,99092,5,5379,194,99092,5
dmid,bowtie2,55,0.95,5380,165,99804,9,5375,96,99804,9
none,safari,35,0.15,233,103,15628,890,33,93,15628,890
dmid,mem,55,0.95,5383,458,99511,6,5383,416,99511,6
none,safari,30,0.15,92,98,15633,1180,1,84,15633,1180
dmid,shrimp,55,0.95,5382,1286,98683,7,5382,1286,98683,7
dmid,aln_anc,55,0.9,5093,239,94510,11,5093,177,94510,11
dmid,aln,55,0.9,5093,196,94553,11,5093,148,94553,11
dmid,bb,55,0.9,5099,821,93928,5,5094,180,93928,5
dmid,bowtie2,55,0.9,5095,162,94586,9,5090,93,94586,9
dhigh,safari,30,0.15,80,104,15632,1191,0,90,15632,1191
dmid,mem,55,0.9,5098,421,94328,6,5098,382,94328,6
single,safari,60,0.15,685,102,15633,160,493,83,15633,160
dmid,shrimp,55,0.9,5097,1212,93537,7,5097,1212,93537,7
dmid,aln_anc,60,0.15,841,50,15680,1,841,37,15680,1
dmid,aln,60,0.15,841,41,15689,1,841,31,15689,1
dmid,bb,60,0.15,842,145,15585,0,841,36,15585,0
dmid,bowtie2,60,0.15,842,32,15698,0,840,22,15698,0
dmid,safari,30,0.15,95,103,15627,1169,1,88,15627,1169
dmid,mem,60,0.15,842,80,15650,0,842,75,15650,0
dmid,shrimp,60,0.15,842,222,15508,0,842,222,15508,0
dmid,aln_anc,60,0.1,548,33,10505,1,548,24,10505,1
dmid,aln,60,0.1,548,27,10511,1,548,20,10511,1
dmid,bb,60,0.1,549,93,10445,0,548,23,10445,0
dmid,bowtie2,60,0.1,549,20,10517,0,547,13,10517,0
single,safari,65,0.15,675,102,15633,143,543,89,15633,143
dmid,safari,40,0.15,355,96,15634,672,195,86,15634,672
dmid,mem,60,0.1,549,47,10491,0,549,45,10491,0
dmid,shrimp,60,0.1,549,145,10393,0,549,145,10393,0
dmid,aln_anc,60,0.25,1409,83,26196,2,1409,60,26196,2
dmid,aln,60,0.25,1409,69,26210,2,1409,51,26210,2
dmid,bb,60,0.25,1411,239,26040,0,1409,60,26040,0
dmid,bowtie2,60,0.25,1410,58,26221,1,1408,36,26221,1
single,safari,40,0.15,326,103,15632,698,186,87,15632,698
dmid,mem,60,0.25,1411,134,26145,0,1411,120,26145,0
dhigh,safari,65,0.2,897,132,20818,210,703,116,20818,210
dmid,shrimp,60,0.25,1411,356,25923,0,1411,356,25923,0
dmid,aln_anc,60,0.2,1127,66,20880,1,1127,48,20880,1
dmid,aln,60,0.2,1127,54,20892,1,1127,40,20892,1
dmid,bb,60,0.2,1128,194,20752,0,1127,48,20752,0
dmid,bowtie2,60,0.2,1128,43,20903,0,1126,28,20903,0
dhigh,safari,35,0.15,225,98,15637,901,28,87,15637,901
dmid,mem,60,0.2,1128,108,20838,0,1128,98,20838,0
single,safari,35,0.15,215,100,15635,920,31,88,15635,920
dmid,shrimp,60,0.2,1128,296,20650,0,1128,296,20650,0
dmid,aln_anc,60,0.35,1922,100,36681,2,1922,73,36681,2
dmid,aln,60,0.35,1922,84,36697,2,1922,62,36697,2
dmid,bb,60,0.35,1924,311,36470,0,1922,74,36470,0
dmid,bowtie2,60,0.35,1923,71,36709,1,1921,48,36709,1
dmid,safari,65,0.2,891,126,20819,213,693,113,20819,213
single,safari,30,0.15,98,95,15640,1176,0,76,15640,1176
dmid,mem,60,0.35,1924,166,36615,0,1924,148,36615,0
none,safari,65,0.2,914,112,20837,179,723,101,20837,179
single,safari,55,0.15,725,96,15639,153,466,85,15639,153
dmid,shrimp,60,0.35,1924,472,36309,0,1924,472,36309,0
dmid,aln_anc,60,0.3,1670,92,31319,2,1670,66,31319,2
dmid,aln,60,0.3,1670,77,31334,2,1670,57,31334,2
dmid,bb,60,0.3,1672,272,31139,0,1670,67,31139,0
dmid,bowtie2,60,0.3,1671,65,31345,1,1669,43,31345,1
dhigh,safari,40,0.15,348,98,15637,679,182,84,15637,679
dmid,mem,60,0.3,1672,152,31259,0,1672,136,31259,0
dmid,safari,60,0.2,912,116,20830,216,654,105,20830,216
single,safari,50,0.15,735,100,15635,163,397,84,15635,163
dmid,shrimp,60,0.3,1672,412,30999,0,1672,412,30999,0
dmid,aln_anc,60,0.45,2484,124,47410,3,2484,91,47410,3
dmid,aln,60,0.45,2484,102,47432,3,2484,76,47432,3
dmid,bb,60,0.45,2486,400,47134,1,2484,92,47134,1
dmid,bowtie2,60,0.45,2485,92,47441,2,2482,55,47441,2
dmid,safari,50,0.2,1009,114,20831,201,540,98,20831,201
dmid,mem,60,0.45,2486,212,47322,1,2486,188,47322,1
none,safari,50,0.2,993,151,20799,217,523,131,20799,217
dmid,safari,55,0.2,941,129,20816,231,600,120,20816,231
dmid,shrimp,60,0.45,2486,610,46924,1,2486,610,46924,1
dmid,aln_anc,60,0.4,2193,113,41954,2,2193,83,41954,2
dmid,aln,60,0.4,2193,94,41973,2,2193,70,41973,2
dmid,bb,60,0.4,2195,357,41710,0,2193,83,41710,0
dmid,bowtie2,60,0.4,2194,73,41994,1,2192,51,41994,1
dhigh,safari,60,0.2,909,144,20806,218,641,131,20806,218
dmid,mem,60,0.4,2195,191,41876,0,2195,170,41876,0
dmid,shrimp,60,0.4,2195,545,41522,0,2195,545,41522,0
dmid,aln_anc,60,0.55,3041,152,57978,6,3041,113,57978,6
dmid,aln,60,0.55,3041,126,58004,6,3041,96,58004,6
dmid,bb,60,0.55,3045,478,57652,2,3041,114,57652,2
dmid,bowtie2,60,0.55,3042,105,58024,5,3039,64,58024,5
none,safari,55,0.2,973,117,20833,200,613,97,20833,200
dmid,mem,60,0.55,3044,258,57872,3,3044,231,57872,3
dhigh,safari,50,0.2,987,134,20817,224,519,113,20817,224
dmid,shrimp,60,0.55,3044,737,57393,3,3044,737,57393,3
dmid,aln_anc,60,0.5,2759,135,52779,4,2759,98,52779,4
dmid,aln,60,0.5,2759,110,52804,4,2759,83,52804,4
dmid,bb,60,0.5,2762,437,52477,1,2759,100,52477,1
dmid,bowtie2,60,0.5,2760,97,52816,3,2757,59,52816,3
dhigh,safari,55,0.2,947,138,20812,228,584,122,20812,228
dmid,mem,60,0.5,2762,232,52682,1,2762,207,52682,1
none,safari,60,0.2,925,113,20836,203,660,98,20836,203
dmid,shrimp,60,0.5,2762,674,52240,1,2762,674,52240,1
dmid,aln_anc,60,0.65,3580,176,68571,9,3580,130,68571,9
dmid,aln,60,0.65,3580,144,68603,9,3580,112,68603,9
dmid,bb,60,0.65,3586,576,68171,3,3581,131,68171,3
dmid,bowtie2,60,0.65,3582,119,68628,7,3577,74,68628,7
single,safari,60,0.2,922,126,20823,208,663,103,20823,208
dmid,safari,30,0.2,130,126,20819,1545,2,109,20819,1545
dmid,mem,60,0.65,3585,314,68433,4,3585,283,68433,4
none,safari,35,0.2,299,142,20808,1184,39,127,20808,1184
dmid,shrimp,60,0.65,3585,878,67869,4,3585,878,67869,4
dmid,aln_anc,60,0.6,3311,159,63232,7,3311,120,63232,7
dmid,aln,60,0.6,3311,133,63258,7,3311,103,63258,7
dmid,bb,60,0.6,3316,520,62871,2,3312,121,62871,2
dmid,bowtie2,60,0.6,3313,115,63275,5,3308,71,63275,5
dhigh,safari,40,0.2,456,135,20815,906,235,119,20815,906
dmid,safari,35,0.2,294,122,20823,1190,44,107,20823,1190
dmid,mem,60,0.6,3315,285,63106,3,3315,256,63106,3
single,safari,65,0.2,889,130,20819,203,712,110,20819,203
dmid,shrimp,60,0.6,3315,798,62593,3,3315,798,62593,3
dmid,aln_anc,60,0.75,4133,207,79009,10,4133,150,79009,10
dmid,aln,60,0.75,4133,167,79049,10,4133,130,79049,10
dmid,bb,60,0.75,4139,677,78539,4,4134,153,78539,4
dmid,bowtie2,60,0.75,4135,148,79067,8,4130,81,79067,8
dmid,safari,40,0.2,469,125,20820,892,256,111,20820,892
dmid,mem,60,0.75,4138,369,78847,5,4138,332,78847,5
dmid,shrimp,60,0.75,4138,1026,78190,5,4138,1026,78190,5
dmid,aln_anc,60,0.7,3865,192,73843,9,3865,139,73843,9
dmid,aln,60,0.7,3865,155,73880,9,3865,121,73880,9
dmid,bb,60,0.7,3871,624,73411,3,3866,140,73411,3
dmid,bowtie2,60,0.7,3867,129,73905,7,3862,80,73905,7
dhigh,safari,30,0.2,114,139,20811,1575,1,120,20811,1575
none,safari,40,0.2,447,140,20810,914,250,118,20810,914
dmid,mem,60,0.7,3870,341,73694,4,3870,307,73694,4
dmid,shrimp,60,0.7,3870,951,73084,4,3870,951,73084,4
dmid,aln_anc,60,0.85,4676,228,89339,11,4676,168,89339,11
dmid,aln,60,0.85,4676,186,89381,11,4676,146,89381,11
dmid,bb,60,0.85,4682,766,88801,5,4677,172,88801,5
dmid,bowtie2,60,0.85,4678,159,89408,9,4673,94,89408,9
dmid,mem,60,0.85,4681,411,89156,6,4681,372,89156,6
dmid,shrimp,60,0.85,4681,1156,88411,6,4681,1156,88411,6
dmid,aln_anc,60,0.8,4427,219,84134,10,4427,161,84134,10
