k,w,tool,damage_level,read_length,subsampling_rate,mito_correct,mito_incorrect,mito_mapped,mito_unmapped,bacteria_mapped,bacteria_unmapped,numt_mapped,numt_unmapped,precision,sensitivity,specificity,f1,accuracy,TP,FP,TN,FN
10,10,safari,None,125,0.9,270021,522,270021,0,6,90232,94,296,0.9996297955360746,0.9980705470110112,0.9988965882508717,0.9988495627598656,0.9982778240777914,270021,100,90528,522
10,10,giraffe,Single-stranded,125,0.15,44867,94,44867,0,0,14958,11,49,0.999754891037925,0.9979092991703922,0.9992675456119323,0.9988312425561282,0.9982493872855499,44867,11,15007,94
10,10,safari,Single-stranded,125,0.15,44867,94,44867,0,0,14958,11,49,0.999754891037925,0.9979092991703922,0.9992675456119323,0.9988312425561282,0.9982493872855499,44867,11,15007,94
10,10,giraffe,Single-stranded,125,0.1,29888,67,29888,0,0,10014,7,26,0.9997658471316274,0.9977633116341178,0.9993032746093361,0.998763575605681,0.9981500924953752,29888,7,10040,67
10,10,safari,Single-stranded,125,0.1,29888,67,29888,0,0,10014,7,26,0.9997658471316274,0.9977633116341178,0.9993032746093361,0.998763575605681,0.9981500924953752,29888,7,10040,67
10,10,giraffe,Single-stranded,125,0.25,74846,154,74846,0,0,24987,20,88,0.9997328560361178,0.9979466666666666,0.9992030284917314,0.9988389628067741,0.9982616514311404,74846,20,25075,154
10,10,safari,Single-stranded,125,0.25,74846,154,74846,0,0,24987,20,88,0.9997328560361178,0.9979466666666666,0.9992030284917314,0.9988389628067741,0.9982616514311404,74846,20,25075,154
10,10,giraffe,Single-stranded,125,0.2,59882,111,59882,0,0,19911,15,70,0.9997495700953303,0.9981497841414831,0.999249849969994,0.9989490366168987,0.9984247834077186,59882,15,19981,111
10,10,safari,Single-stranded,125,0.2,59882,111,59882,0,0,19911,15,70,0.9997495700953303,0.9981497841414831,0.999249849969994,0.9989490366168987,0.9984247834077186,59882,15,19981,111
10,10,giraffe,Single-stranded,125,0.35,104737,209,104737,0,2,35008,31,118,0.9996850243390284,0.9980084996093229,0.9990614067521829,0.998846058479086,0.9982727240284073,104737,33,35126,209
10,10,safari,Single-stranded,125,0.35,104737,209,104737,0,2,35008,31,118,0.9996850243390284,0.9980084996093229,0.9990614067521829,0.998846058479086,0.9982727240284073,104737,33,35126,209
10,10,giraffe,Single-stranded,125,0.3,89613,187,89613,0,1,29884,25,109,0.9997099476790237,0.9979175946547885,0.9991338818748127,0.998812967080735,0.9982223186639848,89613,26,29993,187
10,10,safari,Single-stranded,125,0.3,89613,187,89613,0,1,29884,25,109,0.9997099476790237,0.9979175946547885,0.9991338818748127,0.998812967080735,0.9982223186639848,89613,26,29993,187
10,10,giraffe,Single-stranded,125,0.45,135092,254,135092,0,4,45251,41,144,0.9996670045953366,0.9981233283584295,0.9990096830985915,0.998894570083887,0.998346110871417,135092,45,45395,254
10,10,safari,Single-stranded,125,0.45,135092,254,135092,0,4,45251,41,144,0.9996670045953366,0.9981233283584295,0.9990096830985915,0.998894570083887,0.998346110871417,135092,45,45395,254
10,10,giraffe,Single-stranded,125,0.4,119711,234,119711,0,4,40038,36,129,0.9996659735618074,0.9980491058401767,0.9990051483572512,0.9988568853881583,0.9982891253309356,119711,40,40167,234
10,10,safari,Single-stranded,125,0.4,119711,234,119711,0,4,40038,36,129,0.9996659735618074,0.9980491058401767,0.9990051483572512,0.9988568853881583,0.9982891253309356,119711,40,40167,234
10,10,giraffe,Single-stranded,125,0.55,165114,318,165114,1,4,55335,55,169,0.9996427987625096,0.9980717269226816,0.9989381422889333,0.9988566450699625,0.9982895618020236,165114,59,55504,319
10,10,safari,Single-stranded,125,0.55,165114,318,165114,1,4,55335,55,169,0.9996427987625096,0.9980717269226816,0.9989381422889333,0.9988566450699625,0.9982895618020236,165114,59,55504,319
10,10,giraffe,Single-stranded,125,0.5,150182,283,150182,0,4,50377,51,158,0.999633911752764,0.9981191639251653,0.9989128286222574,0.9988759635785596,0.9983188679714506,150182,55,50535,283
10,10,safari,Single-stranded,125,0.5,150182,283,150182,0,4,50377,51,158,0.999633911752764,0.9981191639251653,0.9989128286222574,0.9988759635785596,0.9983188679714506,150182,55,50535,283
10,10,giraffe,Single-stranded,125,0.65,195314,379,195314,1,4,65459,65,210,0.9996468474739358,0.998058192892986,0.9989503787763546,0.9988518885027757,0.9982825361853178,195314,69,65669,380
10,10,safari,Single-stranded,125,0.65,195314,379,195314,1,4,65459,65,210,0.9996468474739358,0.998058192892986,0.9989503787763546,0.9988518885027757,0.9982825361853178,195314,69,65669,380
10,10,giraffe,Single-stranded,125,0.6,180213,348,180213,1,4,60355,58,187,0.9996560809873803,0.9980671459110998,0.9989769652168173,0.9988609815512267,0.9982957796704345,180213,62,60542,349
10,10,safari,Single-stranded,125,0.6,180213,348,180213,1,4,60355,58,187,0.9996560809873803,0.9980671459110998,0.9989769652168173,0.9988609815512267,0.9982957796704345,180213,62,60542,349
10,10,giraffe,Single-stranded,125,0.75,225115,450,225115,1,6,75408,75,245,0.9996403133270573,0.9980005851945772,0.9989304671613807,0.9988197762899268,0.9982343179555261,225115,81,75653,451
10,10,safari,Single-stranded,125,0.75,225115,450,225115,1,6,75408,75,245,0.9996403133270573,0.9980005851945772,0.9989304671613807,0.9988197762899268,0.9982343179555261,225115,81,75653,451
10,10,giraffe,Single-stranded,125,0.7,210296,413,210296,1,4,70486,71,226,0.9996434869825214,0.9980352142755445,0.9989404834220973,0.998838703242369,0.9982628589292248,210296,75,70712,414
10,10,safari,Single-stranded,125,0.7,210296,413,210296,1,4,70486,71,226,0.9996434869825214,0.9980352142755445,0.9989404834220973,0.998838703242369,0.9982628589292248,210296,75,70712,414
10,10,giraffe,Single-stranded,125,0.85,255143,499,255143,1,6,85286,90,283,0.9996238819302693,0.998044147502572,0.9988793556294869,0.9988333900979091,0.9982537766474856,255143,96,85569,500
10,10,safari,Single-stranded,125,0.85,255143,499,255143,1,6,85286,90,283,0.9996238819302693,0.998044147502572,0.9988793556294869,0.9988333900979091,0.9982537766474856,255143,96,85569,500
10,10,giraffe,Single-stranded,125,0.8,240000,470,240000,1,6,80294,81,263,0.9996376313586325,0.9980413438626695,0.9989211844650563,0.9988388498370645,0.998262304781776,240000,87,80557,471
10,10,safari,Single-stranded,125,0.8,240000,470,240000,1,6,80294,81,263,0.9996376313586325,0.9980413438626695,0.9989211844650563,0.9988388498370645,0.998262304781776,240000,87,80557,471
10,10,giraffe,Single-stranded,125,0.95,285027,554,285027,1,7,95212,95,310,0.9996422671843271,0.9980566002058954,0.9989333221785326,0.9988488043861079,0.9982765224052087,285027,102,95522,555
10,10,safari,Single-stranded,125,0.95,285027,554,285027,1,7,95212,95,310,0.9996422671843271,0.9980566002058954,0.9989333221785326,0.9988488043861079,0.9982765224052087,285027,102,95522,555
10,10,giraffe,Single-stranded,125,0.9,270010,530,270010,1,6,90233,94,296,0.9996297804598127,0.9980372660705771,0.9988966004259122,0.9988328884992352,0.9982529002962593,270010,100,90529,531
10,10,safari,Single-stranded,125,0.9,270010,530,270010,1,6,90233,94,296,0.9996297804598127,0.9980372660705771,0.9988966004259122,0.9988328884992352,0.9982529002962593,270010,100,90529,531
10,7,giraffe,High,125,0.15,44713,93,44713,154,0,14956,10,50,0.9997764014041992,0.9945062277580071,0.9993340436867342,0.9971343509918267,0.9957149526477258,44713,10,15006,247
10,7,safari,High,125,0.15,44743,93,44743,124,0,14956,10,50,0.9997765512926508,0.995173487544484,0.9993340436867342,0.9974697089607972,0.9962151527277577,44743,10,15006,217
